review,sentiment
stuff going moment mj started listening music watching odd documentary watched wiz watched moonwalker maybe want get certain insight guy thought really cool eighty maybe make mind whether guilty innocent moonwalker part biography part feature film remember going see cinema originally released subtle message mj feeling towards press also obvious message drug bad kay br br visually impressive course michael jackson unless remotely like mj anyway going hate find boring may call mj egotist consenting making movie mj fan would say made fan true really nice br br actual feature film bit finally start minute excluding smooth criminal sequence joe pesci convincing psychopathic powerful drug lord want mj dead bad beyond mj overheard plan nah joe pesci character ranted wanted people know supplying drug etc dunno maybe hate mj music br br lot cool thing like mj turning car robot whole speed demon sequence also director must patience saint came filming kiddy bad sequence usually director hate working one kid let alone whole bunch performing complex dance scene br br bottom line movie people like mj one level another think people stay away try give wholesome message ironically mj bestest buddy movie girl michael jackson truly one talented people ever grace planet guilty well attention gave subject hmmm well know people different behind closed door know fact either extremely nice stupid guy one sickest liar hope latter,1
gotta say usually like horror movie never seen however one pathetic gory taste used gory gut wrenching type particular movie lame acting horrible yet corny pun intended one liner cute sequel scarecrow slayer even worse yes probably first came huge rave people liked movie like ring exorcist emily rose come movie like make movie like scarecrow seem childish want movie pas time pick one special effect cheesy heck seeing low budget movie kind see would come kind remind movie child corn independent movie rock time want see scarecrow killing people corncob sequel scarecrow going movie would,0
plenty comment already posted saying exactly felt film ill keep short br br grinch thought marvellous jim carrey truly talented physical comedian well versatile clever actor opinion mike myers hand get laugh annoying used like much wayne world married axe murderer day ive never fond austin power cat hat finished br br film horrible gag horrible inappropriate child adult content fact dated havent amused anyone year plot messy messy messy shame really child likeable mom probably could picked better villain alec baldwin could pulled myers ugly revolting acted portrayal cat br br mean myers even glance script one written actor seemed one cat seemed winging br br hand would like mention set prop marvellous unfortunately cant save film br br poor dr seuss man genius dont ruin reputation adapting work lazy messy way br br,0
film open two thug kill another thug body discovered autopsied doctor realizes although man shot dead also suffering pneumonic plague nasty virulent version bubonic plague race time find came contact dead man treat immediately otherwise disaster could erupt br br oddly actually know quite bit pneumonic plague taught series lecture history class film really good job getting fact right disease looked little like people movie biggest problem illness incredibly grotesque really allowed show sure high fever coughing got right also lot bleeding explosive vomiting blackened blood along enormously swollen lymph node like get bubonic plague purply gross certainly understand go far also sure federal government would much much greater involvement controlling treating disease film handled local level everyone seemed ill prepared bit dumb one seemed willing believe doctor acting film excellent actor richard widmark paul douglas respectively public health doctor police chief good actor also known actor back however first film menacing jack palance still going original moniker walter jack palance well relatively unknown time zero mostel palance great scary physically adept stunt mostel played heavy typical early work greasy cowardly sort evil br br overall despite really getting detail right wrapping everything little neatly film tense excellent acting well worth seeing,1
bad guy called judge jerk even nominally sensitive one self congratulatory tone really make sick though guy perspective behaviour think real problem though quality contestant single smooth truly charming one lot pick pathetic girl crowd one guy chance let see real player trying truly unattainable girl maybe show otherwise revolting half hour self love real sexual tension take two,0
average surprisingly tame fulci giallo mean still quite bad normal standard redeemed solid build nice touch neat time twist issue vision clairvoyance br br genre well known weakness full gear banal dialogue wooden acting illogical plot point finale go much long denouement prof rather lame shall say limp affair br br fulci ironic handling giallo norm amusing though yellow clue wherever look br br limping killer,0
certain genius behind movie laughing throughout scene phone sex office discussing love heals doppelganger nice attempt genius humor execution poor see writer message talent doppelganger split end like ok quite expecting let see movie say certainly ridiculous sweet idea actually coherent story strange way br br point movie logical entertaining communicate emotional level easily bored many movie one kept interest throughout br br think story may auto biographical root guess horribly bad good looking movie person may done experience,1
got subjected pile one wednesday afternoon mother law watching get someone basically remake crappy high budget hollywood flop core washed actor like luke perry high budget one flopped make people think movie year later budget would go anywhere laughing movie insanely similar fact shocked held legal rather airing tv basically script core redone badly seen core know worse funny since core already bad funny br br enjoy getting laugh really bad movie one right alley thing say wish luke perry able career horrible actor land horrible role crappy made tv movie run daytime television pretty much one step closer end would career,0
watched last night first time year bad really bad enough hilariously awful moment worth watching first deliberate make boy babysat completely effeminate even say costello la mae west fascinate costello double take god know would happened babysitter hunk kid would seduced heartbeat principal male dancer totally inept roar laughter leap prance talent whatsoever giant grave never looked better life two romantic lead zero waste abbott get sing one line dubbed another singer geez guess even carry tune costello manage charming fear nothing number guess small child might like much recommend oh seductive effeminate boy aspect alone blew away plus fact family accepted anyone street reference babysit child today little femmy boy would taken away,0
usually like hongkong martial art fantasy movie hated one upon time china shogun assassin chinese ghost story even big trouble little china favorite film sucked much fancy trick stupid story br br,0
film absolutely brilliant buzz rush make want go blow wage loose weekend sanitation come together one without care world film layered depth dialogue place spot especially jip character instantly likable one particular obviously dyer character view star war really genius br br ever got hour kill going stick immediately feel growing confidence definitely recommend,1
recent boom dating show u television screen reached fevered pitch since first episode bachelor unsuspecting audience since subjected countless clone variation including bachelorette joe millionaire love money execrable married america hoping cash trend simultaneously tap exploit new demographic bravo unleashed disastrous boy meet boy upon world may mercy u br br premise simple designed light hearted eligible gay man courted number suitor eliminated show show one left twist half men actually straight much big deal inherent viciousness scenario kick hearing pay end show gay man pick straight man disguise straight man win cash prize gay man get nothing least nothing parting gift pat back hearty round embarrassed well thanks playing br br like equally painful queer eye straight guy another bravo program show another example stereotype run amok make even worse though fact straight men playing stereotype cash producer show believe put enough hair gel man hair dress abercrombie fitch pair designer sandal strip body hair fat voila gay equivalent putting white performer blackface offensive u like genuinely gay dress act like implies gay variance chance individuality behave like real people like stereotype never mind fact bank suitor sorely lacking kind diversity gym toned white look far scrubbed cleaned br br another example instead fostering acceptance gay dynamic individual capable variance change hollywood taken stereotype run way bank feel genuinely dirty watching show show gay man see unabashed parade soft core pornography masquerading legitimate television,0
love jane austen story read two p p seen adaption reaching persuasion bookcase make sense story also refusing believe jane austen could written nonsense thought base film jane austen novel really go wrong turn great pretty much default wrong br br first character sympathise like least one likable character get audience invest emotion deliver sure wanted anne wentworth get together know purpose story getting together instead resist urge throw teacup tv continue watching end br br anne utterly annoying throughout end really idea wentworth smitten seemed nothing attracted meek bland dull socially inadequate came across like sheep following everyone else instruction rather mind still work lead character well done well br br character displaying various degree narcissism mary worst full blown narcissistic personality disorder mr bennet p p similar flaw still endearing whereas mary freak show loathsome funny br br wentworth handsome seemed like decent kind guy part story wondering kind person love anne surely kind guy would want person little bit alive acting wise much say reacted character portrayed rather good bad people acting anthony head excellent soon saw expected less br br also found story confusing end movie seemed elizabeth anne stepmother fact sister still whole anne wentworth back story also bit fuzzy together broke bitter come wondering quite time explanation seemed dumped persuaded someone said kind way almost missed somehow unimportant unimportant core story also lot name dropping real feel character louisa person instance friend family made clear different character relationship one another lady russell lot mr croft wentworth brother sister felt unrealistic mr croft looked old enough mother br br final kiss yes bit strange kissing street really think busy yelling get already tv anne lip trembled trembled trembled felt like age actually met wentworth hesitation couple second half minute br br issue camera work regular movie watcher pay attention angle unless decide look decide still noticed mean filmmaker good job lot conversation extreme facial closeup something used really important point made adaption used therefore lacked meaning hand held feeling occasion also really work period drama camera work running scene end also felt contemporary mention running austen adaption caught itv austen season make wonder worth watching northanger abbey mansfield park read book leave sad say jane austen adaption enjoy maybe watch version instead bbc renowned done beautiful austen adaptation,0
second beginning title explains show u beginning end human race set long matrix existed short anime written wachowski show u world could lay infront u distant future set turn st century second renaissance delf issue common human behaviour greed power control vanity etc br br use robot artificial intellegence slave servents common among science fiction fantasy story second renaissance exeption concept however instead simple man v machine layout story explains struggle machine put struggle acceptance world ruled human matrix film show u human perspective short animation tell side story br br second renaissance part answer many question brought original matrix film war broke sky blackend led use human battery also introduces u machine city called may relevance upcoming matrix revolution film br br give away much story want ruin experience perspective viewer however recommend anybody interested world matrix simply anybody interested japanese animation anime br br,1
hilariously obvious drama bunch high school think kid enjoy non stop hip hop break dancing graffiti trying become dj roxy something totally honest bored forgot even people love music agree movie terribly acted drama failed dismally supposed find kid likable nice found bland boring one really hated ramon graffiti subway train looked upon great excuse defacing public property begin also great kid tap city electricity hold big dance party abandoned building uh huh supposed find bunch law breaker lovable fun br br could forgive music good stand hip hop song best mediocre nonstop always playing got point fast forwarding many endless music number cut music haver minute movie maybe imaginative number subway dance fight truly funny santa number climatic roxy show love hip hop movie looking good drama mixed forget also get pg rating incredible amount swearing,0
duchess pretty white cat life three kitten wealthy owner mansion paris evil butler hears rich old lady leaving everything cat first butler angered want get everything first put sleep abandon side road cat wake start long trek home street wise cat named thomas malley meet offer help edgar see arriving home furious start mail timbucktu thomas friend arrive help save day wealthy lady decides leave home every alley cat paris br br charming film song including everybody want cat lively upbeat voice cast excellent eva gabor would later play miss bianca disney rescuer film duchess phil harris baloo jungle book little john robin hood thomas giving interesting personality character supposedly walt disney died gave go ahead film recommended disney fan cat lover everywhere,1
sarafina fun movie song really great sarafina entertaining normally like music thing like singing lame like looked like box movie useful learning history interesting perspective soweto rioting showed thing perspective student rioting showed real character got see real character make like audience make sympathetic totally victim white government sympathise singing student correct know account student riot singing dancing became violent clothing student sarafina similar clothing shown photo soweto made movie actually soweto look accurate many part thing make film accurate someone using learn aparthied viewer must critical way history apartheid presented said become sympathetic student make potentially less reliable objective also change detail account sarafina turn chaos policeman come classroom shoot student police army aggressive soweto probably exaggerated event police army shoot student evidence going school executing people like fighting street looting crime done movie probably make feel sorry school student movie would useful different information aparthied teacher arrested government mum go work white person house information government detail racist policy law george chris finlay,1
almost year event asked come mind day people would probably comment thing sight plane crashing collapse twin tower score people killed act terrorism heroism mixed together etc everyone alive time never forget day yet u memory although moving personal level come extraordinary film give everyone lose friend family member chance become involved personal level lost film need seen,1
enjoyed asterix book film love film yes admit mix book film character brilliant people showing cgi left right centre already seen several time laughed sock br br course contains main hero asterix astérix obelix obélix dogmatix idéfix time someone new deal br br sense humour like gaul go bless em,1
hugh ed harris hotshot bachelor senator determined run president one day however happens upon old high school classmate named aggie aggie diane keaton accomplished award winning author lovely face independent spirit hugh smitten convinces aggie become fiancé aggie sacrifice principle honesty world politics thing always seem able withstand rigor harsh medium blitz mostly nice romance adore tale affection hugh aggie absolutely love banter conversation good view however although movie try show political life reality completely succeed nevermind production value high script elegantly written advantage handsome personage keaton harris sit film find good entertainment,1
